Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
2905;Lechfeld;V_N;11.09.2013-17:00;12.09.2013-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.09.2013-17:00;13.09.2013-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;13.09.2013-17:00;15.09.2013-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;20.09.2013-23:00;20.09.2013-23:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;21.09.2013-06:00;22.09.2013-10:00;29;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.09.2013-22:00;25.09.2013-22:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;28.09.2013-06:00;29.09.2013-10:00;29;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.09.2013-02:00;30.09.2013-03:00;2;;eor;                                                                                                                                             
2905;Lechfeld;V_N;05.10.2013-06:00;06.10.2013-10:00;29;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.10.2013-06:00;13.10.2013-10:00;29;;eor;                                                                                                                                            
2905;Lechfeld;V_N;19.10.2013-06:00;20.10.2013-10:00;29;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.10.2013-18:00;22.10.2013-18:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;26.10.2013-06:00;27.10.2013-11:00;30;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.10.2013-20:00;28.10.2013-05:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;31.10.2013-20:00;01.11.2013-05:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.11.2013-20:00;03.11.2013-11:00;40;;eor;                                                                                                                                            
2905;Lechfeld;V_N;09.11.2013-07:00;10.11.2013-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;16.11.2013-07:00;17.11.2013-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;23.11.2013-07:00;24.11.2013-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;30.11.2013-07:00;01.12.2013-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;07.12.2013-07:00;08.12.2013-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;13.12.2013-20:00;15.12.2013-11:00;40;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.12.2013-07:00;22.12.2013-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;24.12.2013-12:00;25.12.2013-05:00;18;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.12.2013-18:00;26.12.2013-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;26.12.2013-18:00;27.12.2013-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.12.2013-18:00;28.12.2013-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.12.2013-18:00;29.12.2013-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;29.12.2013-18:00;30.12.2013-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.12.2013-18:00;01.01.2014-11:00;42;;eor;                                                                                                                                            
2905;Lechfeld;V_N;04.01.2014-07:00;05.01.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;11.01.2014-07:00;12.01.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;18.01.2014-07:00;19.01.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;25.01.2014-07:00;26.01.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;01.02.2014-07:00;02.02.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;05.02.2014-20:00;06.02.2014-05:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.02.2014-07:00;09.02.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;12.02.2014-01:00;12.02.2014-01:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;15.02.2014-07:00;16.02.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;22.02.2014-07:00;23.02.2014-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;17.04.2014-23:00;17.04.2014-23:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;08.08.2014-11:00;08.08.2014-18:00;8;;eor;                                                                                                                                             
2905;Lechfeld;V_N;09.08.2014-19:00;10.08.2014-04:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.10.2014-23:00;12.10.2014-23:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;05.11.2014-00:00;05.11.2014-00:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;27.11.2014-22:00;27.11.2014-22:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;06.12.2014-01:00;06.12.2014-01:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;12.12.2014-04:00;12.12.2014-04:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;13.01.2015-01:00;13.01.2015-01:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;14.03.2015-04:00;14.03.2015-04:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;03.04.2015-22:00;03.04.2015-22:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;24.04.2015-02:00;24.04.2015-03:00;2;;eor;                                                                                                                                             
2905;Lechfeld;V_N;11.05.2015-22:00;11.05.2015-22:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;12.07.2015-23:00;12.07.2015-23:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;02.08.2015-02:00;02.08.2015-02:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;09.10.2015-01:00;09.10.2015-01:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;24.10.2015-05:00;25.10.2015-11:00;31;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.10.2015-13:00;28.10.2015-13:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;30.10.2015-01:00;30.10.2015-01:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;31.10.2015-07:00;01.11.2015-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;07.11.2015-07:00;08.11.2015-17:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;13.11.2015-18:00;15.11.2015-11:00;42;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.11.2015-07:00;22.11.2015-17:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;28.11.2015-07:00;29.11.2015-17:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;05.12.2015-07:00;06.12.2015-17:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;07.12.2015-10:00;07.12.2015-10:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;12.12.2015-07:00;13.12.2015-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;15.12.2015-12:00;15.12.2015-19:00;8;;eor;                                                                                                                                             
2905;Lechfeld;V_N;16.12.2015-20:00;17.12.2015-05:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;17.12.2015-12:00;17.12.2015-19:00;8;;eor;                                                                                                                                             
2905;Lechfeld;V_N;18.12.2015-20:00;20.12.2015-11:00;40;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.12.2015-12:00;21.12.2015-19:00;8;;eor;                                                                                                                                             
2905;Lechfeld;V_N;22.12.2015-07:00;23.12.2015-05:00;23;;eor;                                                                                                                                            
2905;Lechfeld;V_N;23.12.2015-18:00;25.12.2015-05:00;36;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.12.2015-18:00;26.12.2015-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;26.12.2015-18:00;27.12.2015-17:00;24;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.12.2015-07:00;30.12.2015-05:00;47;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.12.2015-18:00;01.01.2016-05:00;36;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.01.2016-18:00;04.01.2016-05:00;60;;eor;                                                                                                                                            
2905;Lechfeld;V_N;04.01.2016-18:00;05.01.2016-05:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;09.01.2016-07:00;10.01.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;13.01.2016-20:00;14.01.2016-05:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;16.01.2016-07:00;17.01.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;23.01.2016-07:00;24.01.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;30.01.2016-07:00;31.01.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;06.02.2016-07:00;07.02.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;12.02.2016-13:00;14.02.2016-17:00;2;;eor;                                                                                                                                             
2905;Lechfeld;V_N;19.02.2016-20:00;21.02.2016-11:00;40;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.02.2016-07:00;28.02.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;05.03.2016-07:00;06.03.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;12.03.2016-07:00;13.03.2016-11:00;1;;eor;                                                                                                                                             
2905;Lechfeld;V_N;19.03.2016-07:00;21.03.2016-04:00;46;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.03.2016-18:00;22.03.2016-04:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.03.2016-18:00;23.03.2016-04:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;23.03.2016-18:00;24.03.2016-04:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;24.03.2016-18:00;28.03.2016-04:00;83;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.03.2016-17:00;29.03.2016-07:00;15;;eor;                                                                                                                                            
2905;Lechfeld;V_N;29.03.2016-22:00;30.03.2016-07:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.03.2016-22:00;31.03.2016-07:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.04.2016-11:00;03.04.2016-18:00;56;;eor;                                                                                                                                            
2905;Lechfeld;V_N;04.04.2016-17:00;05.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;05.04.2016-17:00;06.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;06.04.2016-17:00;07.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;07.04.2016-17:00;08.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.04.2016-17:00;10.04.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;11.04.2016-17:00;12.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.04.2016-17:00;13.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;13.04.2016-17:00;14.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;14.04.2016-17:00;15.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;15.04.2016-17:00;18.04.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;18.04.2016-17:00;19.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;19.04.2016-17:00;20.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;20.04.2016-17:00;21.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.04.2016-17:00;22.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.04.2016-17:00;25.04.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.04.2016-17:00;26.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;26.04.2016-17:00;27.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.04.2016-17:00;28.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.04.2016-17:00;29.04.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;29.04.2016-17:00;02.05.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;02.05.2016-17:00;03.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;03.05.2016-17:00;04.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;04.05.2016-17:00;08.05.2016-10:00;90;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.05.2016-19:00;09.05.2016-03:00;9;;eor;                                                                                                                                             
2905;Lechfeld;V_N;09.05.2016-17:00;10.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;10.05.2016-17:00;11.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;11.05.2016-17:00;12.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.05.2016-17:00;13.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;13.05.2016-17:00;17.05.2016-03:00;83;;eor;                                                                                                                                            
2905;Lechfeld;V_N;17.05.2016-17:00;18.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;18.05.2016-17:00;19.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;19.05.2016-17:00;20.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;20.05.2016-12:00;23.05.2016-03:00;64;;eor;                                                                                                                                            
2905;Lechfeld;V_N;23.05.2016-17:00;24.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;24.05.2016-17:00;25.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.05.2016-17:00;26.05.2016-18:00;26;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.05.2016-12:00;29.05.2016-18:00;55;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.05.2016-17:00;31.05.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;31.05.2016-17:00;01.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.06.2016-17:00;02.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;02.06.2016-17:00;03.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;03.06.2016-17:00;05.06.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;06.06.2016-17:00;07.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;07.06.2016-17:00;08.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.06.2016-17:00;09.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;09.06.2016-17:00;10.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;10.06.2016-17:00;12.06.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;13.06.2016-17:00;14.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;14.06.2016-17:00;15.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;15.06.2016-17:00;16.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;16.06.2016-16:00;17.06.2016-03:00;12;;eor;                                                                                                                                            
2905;Lechfeld;V_N;17.06.2016-17:00;19.06.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;20.06.2016-17:00;21.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.06.2016-17:00;22.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.06.2016-17:00;23.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;23.06.2016-17:00;24.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;24.06.2016-17:00;26.06.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.06.2016-17:00;28.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.06.2016-17:00;29.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;29.06.2016-17:00;30.06.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.06.2016-17:00;01.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.07.2016-17:00;04.07.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;04.07.2016-17:00;05.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;05.07.2016-17:00;06.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;06.07.2016-17:00;07.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;07.07.2016-17:00;08.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.07.2016-17:00;10.07.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;11.07.2016-17:00;12.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.07.2016-17:00;13.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;13.07.2016-17:00;14.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;14.07.2016-17:00;15.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;15.07.2016-17:00;17.07.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;18.07.2016-17:00;19.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;19.07.2016-17:00;20.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;20.07.2016-17:00;21.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.07.2016-17:00;22.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.07.2016-17:00;24.07.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.07.2016-17:00;26.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;26.07.2016-17:00;27.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.07.2016-17:00;28.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.07.2016-17:00;29.07.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;29.07.2016-17:00;31.07.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.08.2016-17:00;02.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;02.08.2016-17:00;03.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;03.08.2016-17:00;04.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;04.08.2016-17:00;05.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;05.08.2016-17:00;08.08.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.08.2016-17:00;09.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;09.08.2016-17:00;10.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;10.08.2016-17:00;11.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;11.08.2016-17:00;12.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.08.2016-17:00;15.08.2016-09:00;65;;eor;                                                                                                                                            
2905;Lechfeld;V_N;16.08.2016-17:00;17.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;17.08.2016-17:00;18.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;18.08.2016-17:00;19.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;19.08.2016-17:00;22.08.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.08.2016-17:00;23.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;23.08.2016-17:00;24.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;24.08.2016-17:00;25.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;25.08.2016-17:00;26.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;26.08.2016-17:00;29.08.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;29.08.2016-17:00;30.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;30.08.2016-17:00;31.08.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;31.08.2016-17:00;01.09.2016-02:00;10;;eor;                                                                                                                                            
2905;Lechfeld;V_N;01.09.2016-17:00;02.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;02.09.2016-17:00;05.09.2016-03:00;59;;eor;                                                                                                                                            
2905;Lechfeld;V_N;05.09.2016-17:00;06.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;06.09.2016-17:00;07.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;07.09.2016-17:00;08.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;08.09.2016-17:00;09.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;09.09.2016-12:00;12.09.2016-03:00;64;;eor;                                                                                                                                            
2905;Lechfeld;V_N;12.09.2016-17:00;13.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;13.09.2016-17:00;14.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;14.09.2016-17:00;15.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;15.09.2016-17:00;16.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;16.09.2016-17:00;18.09.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;19.09.2016-17:00;20.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;20.09.2016-17:00;21.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;21.09.2016-17:00;22.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;22.09.2016-17:00;23.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;23.09.2016-17:00;25.09.2016-18:00;50;;eor;                                                                                                                                            
2905;Lechfeld;V_N;26.09.2016-17:00;27.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;27.09.2016-17:00;28.09.2016-03:00;11;;eor;                                                                                                                                            
2905;Lechfeld;V_N;28.09.2016-17:00;29.09.2016-03:00;11;;eor;                                                                                                                                            
