Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
2905;Lechfeld;TT_TU;24.06.2011-19:00;26.06.2011-04:00;34;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.07.2011-22:00;01.07.2011-22:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;09.07.2011-05:00;09.07.2011-15:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;23.07.2011-05:00;23.07.2011-05:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;23.07.2011-07:00;23.07.2011-08:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;30.07.2011-17:00;31.07.2011-04:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.08.2011-01:00;01.08.2011-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;06.08.2011-05:00;06.08.2011-16:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.08.2011-17:00;14.08.2011-04:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.08.2011-05:00;21.08.2011-14:00;34;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;21.08.2011-16:00;21.08.2011-16:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;26.08.2011-13:00;27.08.2011-17:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;08.09.2011-22:00;08.09.2011-23:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;11.09.2011-05:00;11.09.2011-16:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.09.2011-19:00;30.09.2011-19:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;08.10.2011-05:00;09.10.2011-04:00;24;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.10.2011-05:00;16.10.2011-05:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;29.10.2011-05:00;30.10.2011-05:00;25;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;05.11.2011-00:00;05.11.2011-00:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;05.11.2011-18:00;06.11.2011-05:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;08.11.2011-20:00;09.11.2011-05:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.11.2011-07:00;12.11.2011-07:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;12.11.2011-18:00;13.11.2011-05:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;26.11.2011-18:00;27.11.2011-05:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;03.12.2011-06:00;03.12.2011-16:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;15.12.2011-16:00;15.12.2011-17:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;16.12.2011-20:00;17.12.2011-05:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;24.12.2011-06:00;26.12.2011-16:00;59;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;31.12.2011-06:00;01.01.2012-17:00;36;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;06.01.2012-06:00;08.01.2012-05:00;48;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;26.02.2012-07:00;26.02.2012-17:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;03.03.2012-07:00;04.03.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;10.03.2012-07:00;11.03.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.03.2012-11:00;13.03.2012-11:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;17.03.2012-07:00;18.03.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;24.03.2012-07:00;25.03.2012-10:00;28;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;31.03.2012-06:00;01.04.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;14.04.2012-06:00;15.04.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;17.04.2012-23:00;17.04.2012-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;21.04.2012-06:00;22.04.2012-09:00;28;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;28.04.2012-06:00;29.04.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;05.05.2012-06:00;06.05.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.05.2012-06:00;13.05.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;19.05.2012-06:00;20.05.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.05.2012-23:00;20.05.2012-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;26.05.2012-06:00;28.05.2012-09:00;52;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;02.06.2012-06:00;03.06.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.06.2012-06:00;10.06.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.06.2012-06:00;17.06.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;23.06.2012-06:00;24.06.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.06.2012-06:00;01.07.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;07.07.2012-06:00;08.07.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;14.07.2012-06:00;15.07.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;15.07.2012-16:00;15.07.2012-16:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;21.07.2012-06:00;22.07.2012-09:00;28;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;28.07.2012-06:00;29.07.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.07.2012-19:00;31.07.2012-02:00;8;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;31.07.2012-19:00;01.08.2012-02:00;8;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;04.08.2012-06:00;05.08.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;05.08.2012-22:00;06.08.2012-03:00;6;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;11.08.2012-06:00;12.08.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;18.08.2012-06:00;19.08.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;25.08.2012-06:00;26.08.2012-09:00;28;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.09.2012-06:00;02.09.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;07.09.2012-19:00;08.09.2012-05:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;08.09.2012-16:00;09.09.2012-06:00;15;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;15.09.2012-06:00;16.09.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.09.2012-19:00;21.09.2012-01:00;7;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;22.09.2012-06:00;23.09.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;29.09.2012-06:00;30.09.2012-18:00;37;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;06.10.2012-06:00;07.10.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.10.2012-06:00;14.10.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.10.2012-06:00;21.10.2012-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;27.10.2012-06:00;28.10.2012-11:00;30;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;03.11.2012-07:00;04.11.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;10.11.2012-07:00;11.11.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;14.11.2012-17:00;14.11.2012-19:00;3;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;17.11.2012-07:00;18.11.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;24.11.2012-07:00;25.11.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.12.2012-07:00;02.12.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;04.12.2012-16:00;04.12.2012-16:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;05.12.2012-17:00;05.12.2012-17:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;08.12.2012-07:00;09.12.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.12.2012-10:00;13.12.2012-10:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;14.12.2012-20:00;16.12.2012-11:00;40;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;22.12.2012-07:00;23.12.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;24.12.2012-07:00;25.12.2012-05:00;23;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;29.12.2012-07:00;30.12.2012-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;31.12.2012-07:00;01.01.2013-17:00;35;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;05.01.2013-07:00;06.01.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.01.2013-07:00;13.01.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;19.01.2013-07:00;20.01.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;26.01.2013-01:00;26.01.2013-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;26.01.2013-07:00;27.01.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;02.02.2013-07:00;03.02.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.02.2013-07:00;10.02.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.02.2013-01:00;16.02.2013-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;16.02.2013-07:00;17.02.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.02.2013-20:00;21.02.2013-05:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;22.02.2013-20:00;24.02.2013-11:00;40;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;25.02.2013-05:00;25.02.2013-05:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;02.03.2013-07:00;03.03.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.03.2013-07:00;10.03.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.03.2013-07:00;17.03.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;23.03.2013-07:00;24.03.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.03.2013-07:00;02.04.2013-03:00;69;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;02.04.2013-17:00;03.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;03.04.2013-17:00;04.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;04.04.2013-17:00;05.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;05.04.2013-17:00;08.04.2013-03:00;59;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;08.04.2013-17:00;09.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.04.2013-17:00;10.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;10.04.2013-17:00;11.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;11.04.2013-17:00;12.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.04.2013-17:00;15.04.2013-03:00;59;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;15.04.2013-17:00;16.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.04.2013-17:00;17.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;17.04.2013-17:00;18.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;18.04.2013-17:00;19.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;19.04.2013-17:00;22.04.2013-04:00;60;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;22.04.2013-22:00;23.04.2013-05:00;8;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;23.04.2013-22:00;24.04.2013-04:00;7;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;24.04.2013-22:00;25.04.2013-04:00;7;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;25.04.2013-22:00;26.04.2013-03:00;6;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;26.04.2013-17:00;29.04.2013-03:00;59;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;29.04.2013-17:00;30.04.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.04.2013-17:00;01.05.2013-10:00;18;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.05.2013-19:00;02.05.2013-04:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;04.05.2013-05:00;06.05.2013-03:00;47;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;06.05.2013-11:00;06.05.2013-11:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;06.05.2013-17:00;07.05.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;07.05.2013-17:00;08.05.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;08.05.2013-17:00;10.05.2013-03:00;35;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;10.05.2013-17:00;12.05.2013-10:00;42;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;18.05.2013-06:00;20.05.2013-10:00;53;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;25.05.2013-06:00;26.05.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.06.2013-05:00;02.06.2013-09:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;03.06.2013-22:00;04.06.2013-06:00;9;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;04.06.2013-21:00;05.06.2013-04:00;8;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;08.06.2013-06:00;09.06.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;15.06.2013-06:00;16.06.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.06.2013-18:00;20.06.2013-18:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;22.06.2013-06:00;23.06.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;24.06.2013-16:00;25.06.2013-04:00;13;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;29.06.2013-06:00;30.06.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;06.07.2013-06:00;07.07.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.07.2013-06:00;14.07.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.07.2013-06:00;21.07.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;26.07.2013-11:00;28.07.2013-10:00;48;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.07.2013-17:00;31.07.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;31.07.2013-17:00;01.08.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.08.2013-17:00;02.08.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;02.08.2013-17:00;04.08.2013-10:00;42;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;04.08.2013-19:00;05.08.2013-03:00;9;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;05.08.2013-17:00;06.08.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.08.2013-17:00;11.08.2013-10:00;42;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.08.2013-19:00;18.08.2013-10:00;40;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;23.08.2013-19:00;25.08.2013-10:00;40;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;25.08.2013-19:00;26.08.2013-04:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;31.08.2013-06:00;01.09.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;04.09.2013-23:00;04.09.2013-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;07.09.2013-06:00;09.09.2013-03:00;46;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.09.2013-17:00;10.09.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;10.09.2013-17:00;11.09.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;11.09.2013-17:00;12.09.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.09.2013-17:00;13.09.2013-03:00;11;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.09.2013-17:00;15.09.2013-18:00;50;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;20.09.2013-23:00;20.09.2013-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;21.09.2013-06:00;22.09.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;25.09.2013-22:00;25.09.2013-22:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;28.09.2013-06:00;29.09.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.09.2013-02:00;30.09.2013-03:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;05.10.2013-06:00;06.10.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.10.2013-06:00;13.10.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;19.10.2013-06:00;20.10.2013-10:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;22.10.2013-18:00;22.10.2013-18:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;26.10.2013-06:00;27.10.2013-11:00;30;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;27.10.2013-20:00;28.10.2013-05:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;31.10.2013-20:00;01.11.2013-05:00;10;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;01.11.2013-20:00;03.11.2013-11:00;40;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;09.11.2013-07:00;10.11.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;16.11.2013-07:00;17.11.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;23.11.2013-07:00;24.11.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;30.11.2013-07:00;01.12.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;07.12.2013-07:00;08.12.2013-11:00;29;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;13.12.2013-20:00;15.12.2013-11:00;40;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;28.12.2013-18:00;29.12.2013-05:00;12;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;12.02.2014-01:00;12.02.2014-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;17.04.2014-23:00;17.04.2014-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;12.10.2014-23:00;12.10.2014-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;05.11.2014-00:00;05.11.2014-00:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;27.11.2014-22:00;27.11.2014-22:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;06.12.2014-01:00;06.12.2014-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;12.12.2014-04:00;12.12.2014-04:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;13.01.2015-01:00;13.01.2015-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;14.03.2015-04:00;14.03.2015-04:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;03.04.2015-22:00;03.04.2015-22:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;24.04.2015-02:00;24.04.2015-03:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;11.05.2015-22:00;11.05.2015-22:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;12.07.2015-23:00;12.07.2015-23:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;02.08.2015-02:00;02.08.2015-02:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;09.10.2015-01:00;09.10.2015-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;28.10.2015-13:00;28.10.2015-13:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;30.10.2015-01:00;30.10.2015-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;07.12.2015-10:00;07.12.2015-10:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;21.03.2016-21:00;21.03.2016-21:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;29.04.2016-01:00;29.04.2016-01:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;10.05.2016-02:00;10.05.2016-03:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;28.06.2016-17:00;28.06.2016-17:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;06.07.2016-20:00;06.07.2016-20:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;21.07.2016-18:00;21.07.2016-18:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;02.09.2016-23:00;03.09.2016-04:00;6;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;19.09.2016-21:00;19.09.2016-23:00;3;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;20.09.2016-01:00;20.09.2016-02:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;22.09.2016-21:00;22.09.2016-21:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;24.09.2016-22:00;25.09.2016-05:00;8;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;05.10.2016-20:00;05.10.2016-20:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;03.11.2016-22:00;03.11.2016-23:00;2;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;14.04.2017-16:00;16.04.2017-08:00;41;;eor;                                                                                                                                          
2905;Lechfeld;TT_TU;03.08.2017-10:00;03.08.2017-10:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;22.09.2017-12:00;22.09.2017-12:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;17.10.2017-08:00;17.10.2017-08:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;21.10.2017-05:00;21.10.2017-05:00;1;;eor;                                                                                                                                           
2905;Lechfeld;TT_TU;03.01.2018-18:00;03.01.2018-18:00;1;;eor;                                                                                                                                           
